년도,분기,광역시도,시군구,업종,값(퍼센트(％))
3년 생존율,1,서울,영등포구,서비스업,61.9
5년 생존율,1,서울,영등포구,서비스업,45.1
1년 생존율,1,서울,영등포구,소매업,74.4
3년 생존율,1,서울,영등포구,소매업,56
5년 생존율,1,서울,영등포구,소매업,42.3
1년 생존율,1,서울,영등포구,외식업,73.6
3년 생존율,1,서울,영등포구,외식업,41.3
5년 생존율,1,서울,영등포구,외식업,26.3
1년 생존율,2,서울,영등포구,서비스업,79.2
3년 생존율,2,서울,영등포구,서비스업,56.9
5년 생존율,2,서울,영등포구,서비스업,45.2
1년 생존율,2,서울,영등포구,소매업,77.7
3년 생존율,2,서울,영등포구,소매업,54.6
5년 생존율,2,서울,영등포구,소매업,43.7
1년 생존율,2,서울,영등포구,외식업,74.2
3년 생존율,2,서울,영등포구,외식업,41.1
5년 생존율,2,서울,영등포구,외식업,27.8
1년 생존율,3,서울,영등포구,서비스업,78.4
3년 생존율,3,서울,영등포구,서비스업,57.2
5년 생존율,3,서울,영등포구,서비스업,46.1
1년 생존율,3,서울,영등포구,소매업,79.7
3년 생존율,3,서울,영등포구,소매업,54.1
5년 생존율,3,서울,영등포구,소매업,45.3
1년 생존율,3,서울,영등포구,외식업,74.8
3년 생존율,3,서울,영등포구,외식업,41.9
5년 생존율,3,서울,영등포구,외식업,25.8
1년 생존율,4,서울,영등포구,서비스업,78.6
3년 생존율,4,서울,영등포구,서비스업,57.5
5년 생존율,4,서울,영등포구,서비스업,46.7
1년 생존율,4,서울,영등포구,소매업,77.5
3년 생존율,4,서울,영등포구,소매업,56
5년 생존율,4,서울,영등포구,소매업,45.5
1년 생존율,4,서울,영등포구,외식업,65.6
3년 생존율,4,서울,영등포구,외식업,38.7
5년 생존율,4,서울,영등포구,외식업,26.9
1년 생존율,1,서울,영등포구,서비스업,82.8
3년 생존율,1,서울,영등포구,서비스업,61
5년 생존율,1,서울,영등포구,서비스업,52.5
1년 생존율,1,서울,영등포구,소매업,78.9
3년 생존율,1,서울,영등포구,소매업,56.5
5년 생존율,1,서울,영등포구,소매업,47.5
1년 생존율,1,서울,영등포구,외식업,68.5
3년 생존율,1,서울,영등포구,외식업,40.8
5년 생존율,1,서울,영등포구,외식업,31.3
1년 생존율,2,서울,영등포구,서비스업,83.1
3년 생존율,2,서울,영등포구,서비스업,61.2
5년 생존율,2,서울,영등포구,서비스업,51.6
1년 생존율,2,서울,영등포구,소매업,78.9
3년 생존율,2,서울,영등포구,소매업,56.1
5년 생존율,2,서울,영등포구,소매업,45.7
1년 생존율,2,서울,영등포구,외식업,68.5
3년 생존율,2,서울,영등포구,외식업,40.8
5년 생존율,2,서울,영등포구,외식업,29.8
1년 생존율,3,서울,영등포구,서비스업,83.1
3년 생존율,3,서울,영등포구,서비스업,61.2
5년 생존율,3,서울,영등포구,서비스업,50.3
1년 생존율,3,서울,영등포구,소매업,78.8
3년 생존율,3,서울,영등포구,소매업,56.2
5년 생존율,3,서울,영등포구,소매업,45.1
1년 생존율,3,서울,영등포구,외식업,68.5
3년 생존율,3,서울,영등포구,외식업,40.8
5년 생존율,3,서울,영등포구,외식업,28.6
1년 생존율,1,서울,용산구,서비스업,85.2
3년 생존율,1,서울,용산구,서비스업,56.7
5년 생존율,1,서울,용산구,서비스업,49.9
1년 생존율,1,서울,용산구,소매업,81.9
3년 생존율,1,서울,용산구,소매업,58.2
5년 생존율,1,서울,용산구,소매업,44
1년 생존율,1,서울,용산구,외식업,72.3
3년 생존율,1,서울,용산구,외식업,49.5
5년 생존율,1,서울,용산구,외식업,32
1년 생존율,2,서울,용산구,서비스업,83.4
3년 생존율,2,서울,용산구,서비스업,57.1
5년 생존율,2,서울,용산구,서비스업,51.4
1년 생존율,2,서울,용산구,소매업,83.4
3년 생존율,2,서울,용산구,소매업,57.3
5년 생존율,2,서울,용산구,소매업,45.1
1년 생존율,2,서울,용산구,외식업,72
3년 생존율,2,서울,용산구,외식업,46.9
5년 생존율,2,서울,용산구,외식업,33.4
1년 생존율,3,서울,용산구,서비스업,84.7
3년 생존율,3,서울,용산구,서비스업,59.9
5년 생존율,3,서울,용산구,서비스업,50.8
1년 생존율,3,서울,용산구,소매업,82.2
3년 생존율,3,서울,용산구,소매업,58.1
5년 생존율,3,서울,용산구,소매업,46.1
1년 생존율,3,서울,용산구,외식업,74.3
3년 생존율,3,서울,용산구,외식업,44.3
5년 생존율,3,서울,용산구,외식업,33.4
1년 생존율,4,서울,용산구,서비스업,85.8
3년 생존율,4,서울,용산구,서비스업,59.6
5년 생존율,4,서울,용산구,서비스업,49.2
1년 생존율,4,서울,용산구,소매업,80.7
3년 생존율,4,서울,용산구,소매업,58.9
5년 생존율,4,서울,용산구,소매업,46.8
1년 생존율,4,서울,용산구,외식업,72.9
3년 생존율,4,서울,용산구,외식업,44
5년 생존율,4,서울,용산구,외식업,32.1
1년 생존율,1,서울,용산구,서비스업,85.3
3년 생존율,1,서울,용산구,서비스업,63.5
5년 생존율,1,서울,용산구,서비스업,48.4
1년 생존율,1,서울,용산구,소매업,81.2
3년 생존율,1,서울,용산구,소매업,58.3
5년 생존율,1,서울,용산구,소매업,48.5
1년 생존율,1,서울,용산구,외식업,72.4
3년 생존율,1,서울,용산구,외식업,44.8
5년 생존율,1,서울,용산구,외식업,32.4
1년 생존율,2,서울,용산구,서비스업,85.7
3년 생존율,2,서울,용산구,서비스업,66.3
5년 생존율,2,서울,용산구,서비스업,46.5
1년 생존율,2,서울,용산구,소매업,82.2
3년 생존율,2,서울,용산구,소매업,59.2
5년 생존율,2,서울,용산구,소매업,47.6
1년 생존율,2,서울,용산구,외식업,72
3년 생존율,2,서울,용산구,외식업,45.2
5년 생존율,2,서울,용산구,외식업,32.1
1년 생존율,3,서울,용산구,서비스업,83.8
3년 생존율,3,서울,용산구,서비스업,66
5년 생존율,3,서울,용산구,서비스업,45.3
1년 생존율,3,서울,용산구,소매업,83.4
3년 생존율,3,서울,용산구,소매업,61
5년 생존율,3,서울,용산구,소매업,48.3
1년 생존율,3,서울,용산구,외식업,72.3
3년 생존율,3,서울,용산구,외식업,44.4
5년 생존율,3,서울,용산구,외식업,34.3
1년 생존율,4,서울,용산구,서비스업,82.2
3년 생존율,4,서울,용산구,서비스업,61.6
5년 생존율,4,서울,용산구,서비스업,45.6
1년 생존율,4,서울,용산구,소매업,82.3
3년 생존율,4,서울,용산구,소매업,60.7
5년 생존율,4,서울,용산구,소매업,46
1년 생존율,4,서울,용산구,외식업,72
3년 생존율,4,서울,용산구,외식업,43.3
5년 생존율,4,서울,용산구,외식업,37.1
1년 생존율,1,서울,용산구,서비스업,83.9
3년 생존율,1,서울,용산구,서비스업,63.5
5년 생존율,1,서울,용산구,서비스업,42.7
1년 생존율,1,서울,용산구,소매업,83.2
3년 생존율,1,서울,용산구,소매업,62.6
5년 생존율,1,서울,용산구,소매업,44.5
1년 생존율,1,서울,용산구,외식업,73.8
3년 생존율,1,서울,용산구,외식업,43.9
5년 생존율,1,서울,용산구,외식업,34.5
1년 생존율,2,서울,용산구,서비스업,81.8
3년 생존율,2,서울,용산구,서비스업,62.3
5년 생존율,2,서울,용산구,서비스업,44.2
1년 생존율,2,서울,용산구,소매업,82.6
3년 생존율,2,서울,용산구,소매업,60.1
5년 생존율,2,서울,용산구,소매업,42.9
1년 생존율,2,서울,용산구,외식업,72.1
3년 생존율,2,서울,용산구,외식업,45.2
5년 생존율,2,서울,용산구,외식업,33
1년 생존율,3,서울,용산구,서비스업,82.5
3년 생존율,3,서울,용산구,서비스업,63.7
5년 생존율,3,서울,용산구,서비스업,47.1
1년 생존율,3,서울,용산구,소매업,82
3년 생존율,3,서울,용산구,소매업,59.4
5년 생존율,3,서울,용산구,소매업,42.2
1년 생존율,3,서울,용산구,외식업,73.4
3년 생존율,3,서울,용산구,외식업,46.8
5년 생존율,3,서울,용산구,외식업,31.3
1년 생존율,4,서울,용산구,서비스업,80.3
3년 생존율,4,서울,용산구,서비스업,65.3
5년 생존율,4,서울,용산구,서비스업,47.2
1년 생존율,4,서울,용산구,소매업,80.3
3년 생존율,4,서울,용산구,소매업,58.2
5년 생존율,4,서울,용산구,소매업,43.5
1년 생존율,4,서울,용산구,외식업,74
3년 생존율,4,서울,용산구,외식업,44.6
5년 생존율,4,서울,용산구,외식업,30.1
1년 생존율,1,서울,용산구,서비스업,77.3
3년 생존율,1,서울,용산구,서비스업,63.3
5년 생존율,1,서울,용산구,서비스업,52.5
1년 생존율,1,서울,용산구,소매업,79.1
3년 생존율,1,서울,용산구,소매업,59.9
5년 생존율,1,서울,용산구,소매업,43.6
1년 생존율,1,서울,용산구,외식업,74.2
3년 생존율,1,서울,용산구,외식업,45
5년 생존율,1,서울,용산구,외식업,32.2
1년 생존율,2,서울,용산구,서비스업,77.8
3년 생존율,2,서울,용산구,서비스업,65.2
5년 생존율,2,서울,용산구,서비스업,52.6
1년 생존율,2,서울,용산구,소매업,80.3
3년 생존율,2,서울,용산구,소매업,61.6
5년 생존율,2,서울,용산구,소매업,44.9
1년 생존율,2,서울,용산구,외식업,74.8
3년 생존율,2,서울,용산구,외식업,44.3
5년 생존율,2,서울,용산구,외식업,31.6
1년 생존율,3,서울,용산구,서비스업,82.2
3년 생존율,3,서울,용산구,서비스업,62.4
5년 생존율,3,서울,용산구,서비스업,51.4
1년 생존율,3,서울,용산구,소매업,81.2
3년 생존율,3,서울,용산구,소매업,63.5
5년 생존율,3,서울,용산구,소매업,47.3
1년 생존율,3,서울,용산구,외식업,76.8
3년 생존율,3,서울,용산구,외식업,44.2
5년 생존율,3,서울,용산구,외식업,31.3
1년 생존율,4,서울,용산구,서비스업,80.6
3년 생존율,4,서울,용산구,서비스업,61.8
5년 생존율,4,서울,용산구,서비스업,50.6
1년 생존율,4,서울,용산구,소매업,79.7
3년 생존율,4,서울,용산구,소매업,60.6
5년 생존율,4,서울,용산구,소매업,48
1년 생존율,4,서울,용산구,외식업,71.8
3년 생존율,4,서울,용산구,외식업,43.1
5년 생존율,4,서울,용산구,외식업,31.5
1년 생존율,1,서울,용산구,서비스업,85.8
3년 생존율,1,서울,용산구,서비스업,66
5년 생존율,1,서울,용산구,서비스업,57.2
1년 생존율,1,서울,용산구,소매업,81.5
3년 생존율,1,서울,용산구,소매업,59.2
5년 생존율,1,서울,용산구,소매업,50.9
1년 생존율,1,서울,용산구,외식업,73.2
3년 생존율,1,서울,용산구,외식업,45.3
5년 생존율,1,서울,용산구,외식업,33.2
1년 생존율,2,서울,용산구,서비스업,86
3년 생존율,2,서울,용산구,서비스업,66.1
5년 생존율,2,서울,용산구,서비스업,55.5
1년 생존율,2,서울,용산구,소매업,81.4
3년 생존율,2,서울,용산구,소매업,59
5년 생존율,2,서울,용산구,소매업,49.7
1년 생존율,2,서울,용산구,외식업,73.3
3년 생존율,2,서울,용산구,외식업,45.4
5년 생존율,2,서울,용산구,외식업,31.7
1년 생존율,3,서울,용산구,서비스업,86
3년 생존율,3,서울,용산구,서비스업,66.2
5년 생존율,3,서울,용산구,서비스업,54.2
1년 생존율,3,서울,용산구,소매업,81.4
3년 생존율,3,서울,용산구,소매업,59
5년 생존율,3,서울,용산구,소매업,48.8
1년 생존율,3,서울,용산구,외식업,73.3
3년 생존율,3,서울,용산구,외식업,45.4
5년 생존율,3,서울,용산구,외식업,30.3
1년 생존율,1,서울,은평구,서비스업,80.4
3년 생존율,1,서울,은평구,서비스업,55.6
5년 생존율,1,서울,은평구,서비스업,40.2
1년 생존율,1,서울,은평구,소매업,72.7
3년 생존율,1,서울,은평구,소매업,47
5년 생존율,1,서울,은평구,소매업,35
1년 생존율,1,서울,은평구,외식업,64.1
3년 생존율,1,서울,은평구,외식업,33.5
5년 생존율,1,서울,은평구,외식업,25.7
1년 생존율,2,서울,은평구,서비스업,81.4
3년 생존율,2,서울,은평구,서비스업,56
5년 생존율,2,서울,은평구,서비스업,41.1
1년 생존율,2,서울,은평구,소매업,75
3년 생존율,2,서울,은평구,소매업,48.2
5년 생존율,2,서울,은평구,소매업,34.7
1년 생존율,2,서울,은평구,외식업,66
3년 생존율,2,서울,은평구,외식업,30.9
5년 생존율,2,서울,은평구,외식업,23.3
1년 생존율,3,서울,은평구,서비스업,83.6
3년 생존율,3,서울,은평구,서비스업,56.7
5년 생존율,3,서울,은평구,서비스업,42.1
1년 생존율,3,서울,은평구,소매업,74.5
3년 생존율,3,서울,은평구,소매업,51.1
5년 생존율,3,서울,은평구,소매업,35.4
1년 생존율,3,서울,은평구,외식업,65.6
3년 생존율,3,서울,은평구,외식업,32.5
5년 생존율,3,서울,은평구,외식업,22.9
1년 생존율,4,서울,은평구,서비스업,82.1
3년 생존율,4,서울,은평구,서비스업,56.7
5년 생존율,4,서울,은평구,서비스업,40.9
1년 생존율,4,서울,은평구,소매업,73.9
3년 생존율,4,서울,은평구,소매업,49.5
5년 생존율,4,서울,은평구,소매업,33.7
1년 생존율,4,서울,은평구,외식업,66.3
3년 생존율,4,서울,은평구,외식업,32.5
5년 생존율,4,서울,은평구,외식업,22
1년 생존율,1,서울,은평구,서비스업,79.8
3년 생존율,1,서울,은평구,서비스업,58.3
5년 생존율,1,서울,은평구,서비스업,43.2
1년 생존율,1,서울,은평구,소매업,73.2
3년 생존율,1,서울,은평구,소매업,47.5
5년 생존율,1,서울,은평구,소매업,35.3
1년 생존율,1,서울,은평구,외식업,66.4
3년 생존율,1,서울,은평구,외식업,32.8
5년 생존율,1,서울,은평구,외식업,21.9
1년 생존율,2,서울,은평구,서비스업,79
3년 생존율,2,서울,은평구,서비스업,57.3
5년 생존율,2,서울,은평구,서비스업,45.9
1년 생존율,2,서울,은평구,소매업,72.6
3년 생존율,2,서울,은평구,소매업,47
5년 생존율,2,서울,은평구,소매업,34.9
1년 생존율,2,서울,은평구,외식업,63.2
3년 생존율,2,서울,은평구,외식업,33.5
5년 생존율,2,서울,은평구,외식업,22.6
1년 생존율,3,서울,은평구,서비스업,79.9
3년 생존율,3,서울,은평구,서비스업,57.8
5년 생존율,3,서울,은평구,서비스업,44.3
1년 생존율,3,서울,은평구,소매업,74.8
3년 생존율,3,서울,은평구,소매업,46.3
5년 생존율,3,서울,은평구,소매업,33.2
1년 생존율,3,서울,은평구,외식업,65.1
3년 생존율,3,서울,은평구,외식업,33.8
5년 생존율,3,서울,은평구,외식업,20.7
1년 생존율,4,서울,은평구,서비스업,80.6
3년 생존율,4,서울,은평구,서비스업,57.4
5년 생존율,4,서울,은평구,서비스업,44.1
1년 생존율,4,서울,은평구,소매업,73.2
3년 생존율,4,서울,은평구,소매업,46
5년 생존율,4,서울,은평구,소매업,35.7
1년 생존율,4,서울,은평구,외식업,67.9
3년 생존율,4,서울,은평구,외식업,34.9
5년 생존율,4,서울,은평구,외식업,21.5
1년 생존율,1,서울,은평구,서비스업,79.9
3년 생존율,1,서울,은평구,서비스업,58.8
5년 생존율,1,서울,은평구,서비스업,43.8
1년 생존율,1,서울,은평구,소매업,72.2
3년 생존율,1,서울,은평구,소매업,49.7
5년 생존율,1,서울,은평구,소매업,34.2
1년 생존율,1,서울,은평구,외식업,69.6
3년 생존율,1,서울,은평구,외식업,33.8
5년 생존율,1,서울,은평구,외식업,21.4
1년 생존율,2,서울,은평구,서비스업,79.6
3년 생존율,2,서울,은평구,서비스업,59.6
5년 생존율,2,서울,은평구,서비스업,43.8
1년 생존율,2,서울,은평구,소매업,73.3
3년 생존율,2,서울,은평구,소매업,49.7
5년 생존율,2,서울,은평구,소매업,34.9
1년 생존율,2,서울,은평구,외식업,72
3년 생존율,2,서울,은평구,외식업,36.4
5년 생존율,2,서울,은평구,외식업,20.4
1년 생존율,3,서울,은평구,서비스업,78.7
3년 생존율,3,서울,은평구,서비스업,57.9
5년 생존율,3,서울,은평구,서비스업,44
1년 생존율,3,서울,은평구,소매업,73.7
3년 생존율,3,서울,은평구,소매업,47.8
5년 생존율,3,서울,은평구,소매업,36.6
1년 생존율,3,서울,은평구,외식업,69.8
3년 생존율,3,서울,은평구,외식업,36.3
5년 생존율,3,서울,은평구,외식업,21.6
1년 생존율,4,서울,은평구,서비스업,76.1
3년 생존율,4,서울,은평구,서비스업,58.4
5년 생존율,4,서울,은평구,서비스업,43.2
1년 생존율,4,서울,은평구,소매업,72.6
3년 생존율,4,서울,은평구,소매업,49.7
5년 생존율,4,서울,은평구,소매업,36.2
1년 생존율,4,서울,은평구,외식업,68.5
3년 생존율,4,서울,은평구,외식업,37.7
5년 생존율,4,서울,은평구,외식업,20.3
1년 생존율,1,서울,은평구,서비스업,75.6
3년 생존율,1,서울,은평구,서비스업,57.6
5년 생존율,1,서울,은평구,서비스업,46
1년 생존율,1,서울,은평구,소매업,70.9
3년 생존율,1,서울,은평구,소매업,49
5년 생존율,1,서울,은평구,소매업,35.2
1년 생존율,1,서울,은평구,외식업,68.4
3년 생존율,1,서울,은평구,외식업,37.6
5년 생존율,1,서울,은평구,외식업,20.6
1년 생존율,2,서울,은평구,서비스업,77.6
3년 생존율,2,서울,은평구,서비스업,55.9
5년 생존율,2,서울,은평구,서비스업,44.7
1년 생존율,2,서울,은평구,소매업,72.2
3년 생존율,2,서울,은평구,소매업,48.8
5년 생존율,2,서울,은평구,소매업,35.8
1년 생존율,2,서울,은평구,외식업,70.5
3년 생존율,2,서울,은평구,외식업,35.1
5년 생존율,2,서울,은평구,외식업,21.1
1년 생존율,3,서울,은평구,서비스업,77.1
3년 생존율,3,서울,은평구,서비스업,57
5년 생존율,3,서울,은평구,서비스업,45.4
1년 생존율,3,서울,은평구,소매업,73.1
3년 생존율,3,서울,은평구,소매업,51.4
5년 생존율,3,서울,은평구,소매업,36.1
1년 생존율,3,서울,은평구,외식업,70.8
3년 생존율,3,서울,은평구,외식업,35.9
5년 생존율,3,서울,은평구,외식업,21.8
1년 생존율,4,서울,은평구,서비스업,79
3년 생존율,4,서울,은평구,서비스업,57.5
5년 생존율,4,서울,은평구,서비스업,46.4
1년 생존율,4,서울,은평구,소매업,70.3
3년 생존율,4,서울,은평구,소매업,46.2
5년 생존율,4,서울,은평구,소매업,35.4
1년 생존율,4,서울,은평구,외식업,63.9
3년 생존율,4,서울,은평구,외식업,34.9
5년 생존율,4,서울,은평구,외식업,22.6
1년 생존율,1,서울,은평구,서비스업,82.5
3년 생존율,1,서울,은평구,서비스업,58.7
5년 생존율,1,서울,은평구,서비스업,49.4
1년 생존율,1,서울,은평구,소매업,74
3년 생존율,1,서울,은평구,소매업,50.2
5년 생존율,1,서울,은평구,소매업,40.3
1년 생존율,1,서울,은평구,외식업,66.8
3년 생존율,1,서울,은평구,외식업,38.3
5년 생존율,1,서울,은평구,외식업,28.7
1년 생존율,2,서울,은평구,서비스업,82.3
3년 생존율,2,서울,은평구,서비스업,58.8
5년 생존율,2,서울,은평구,서비스업,48.6
1년 생존율,2,서울,은평구,소매업,74.2
3년 생존율,2,서울,은평구,소매업,50.2
5년 생존율,2,서울,은평구,소매업,39.1
1년 생존율,2,서울,은평구,외식업,66.4
3년 생존율,2,서울,은평구,외식업,38
5년 생존율,2,서울,은평구,외식업,27.5
1년 생존율,3,서울,은평구,서비스업,82.3
3년 생존율,3,서울,은평구,서비스업,58.8
5년 생존율,3,서울,은평구,서비스업,47.6
1년 생존율,3,서울,은평구,소매업,74.2
3년 생존율,3,서울,은평구,소매업,50.2
5년 생존율,3,서울,은평구,소매업,38.1
1년 생존율,3,서울,은평구,외식업,66.4
3년 생존율,3,서울,은평구,외식업,38
5년 생존율,3,서울,은평구,외식업,26.3
1년 생존율,1,서울,종로구,서비스업,83
3년 생존율,1,서울,종로구,서비스업,65.3
5년 생존율,1,서울,종로구,서비스업,48.3
1년 생존율,1,서울,종로구,소매업,81.2
3년 생존율,1,서울,종로구,소매업,61.4
5년 생존율,1,서울,종로구,소매업,46.6
1년 생존율,1,서울,종로구,외식업,73.4
3년 생존율,1,서울,종로구,외식업,44.5
5년 생존율,1,서울,종로구,외식업,32
1년 생존율,2,서울,종로구,서비스업,82.2
3년 생존율,2,서울,종로구,서비스업,68.3
5년 생존율,2,서울,종로구,서비스업,48.8
1년 생존율,2,서울,종로구,소매업,81.5
3년 생존율,2,서울,종로구,소매업,61.5
5년 생존율,2,서울,종로구,소매업,47.4
1년 생존율,2,서울,종로구,외식업,74.6
3년 생존율,2,서울,종로구,외식업,46
5년 생존율,2,서울,종로구,외식업,31.6
1년 생존율,3,서울,종로구,서비스업,84.3
3년 생존율,3,서울,종로구,서비스업,65.6
5년 생존율,3,서울,종로구,서비스업,49
1년 생존율,3,서울,종로구,소매업,82.6
3년 생존율,3,서울,종로구,소매업,62.3
5년 생존율,3,서울,종로구,소매업,48
1년 생존율,3,서울,종로구,외식업,74.7
3년 생존율,3,서울,종로구,외식업,46.8
5년 생존율,3,서울,종로구,외식업,30.2
1년 생존율,4,서울,종로구,서비스업,83.4
3년 생존율,4,서울,종로구,서비스업,64.3
5년 생존율,4,서울,종로구,서비스업,47.6
1년 생존율,4,서울,종로구,소매업,81.4
3년 생존율,4,서울,종로구,소매업,61.6
5년 생존율,4,서울,종로구,소매업,47.6
1년 생존율,4,서울,종로구,외식업,73.5
3년 생존율,4,서울,종로구,외식업,46.4
5년 생존율,4,서울,종로구,외식업,31.3
1년 생존율,1,서울,종로구,서비스업,82.6
3년 생존율,1,서울,종로구,서비스업,64.7
5년 생존율,1,서울,종로구,서비스업,46.4
1년 생존율,1,서울,종로구,소매업,81.8
3년 생존율,1,서울,종로구,소매업,62.6
5년 생존율,1,서울,종로구,소매업,48.5
1년 생존율,1,서울,종로구,외식업,73.6
3년 생존율,1,서울,종로구,외식업,46.4
5년 생존율,1,서울,종로구,외식업,32.4
1년 생존율,2,서울,종로구,서비스업,83.3
3년 생존율,2,서울,종로구,서비스업,62.9
5년 생존율,2,서울,종로구,서비스업,45.8
1년 생존율,2,서울,종로구,소매업,82.1
3년 생존율,2,서울,종로구,소매업,62.6
5년 생존율,2,서울,종로구,소매업,47.5
1년 생존율,2,서울,종로구,외식업,74.5
3년 생존율,2,서울,종로구,외식업,46.1
5년 생존율,2,서울,종로구,외식업,30.6
1년 생존율,3,서울,종로구,서비스업,82.1
3년 생존율,3,서울,종로구,서비스업,64
5년 생존율,3,서울,종로구,서비스업,49
1년 생존율,3,서울,종로구,소매업,83.4
3년 생존율,3,서울,종로구,소매업,62.3
5년 생존율,3,서울,종로구,소매업,48.1
1년 생존율,3,서울,종로구,외식업,74.7
3년 생존율,3,서울,종로구,외식업,45.4
5년 생존율,3,서울,종로구,외식업,30.9
1년 생존율,4,서울,종로구,서비스업,79.6
3년 생존율,4,서울,종로구,서비스업,61.6
5년 생존율,4,서울,종로구,서비스업,50
1년 생존율,4,서울,종로구,소매업,84.1
3년 생존율,4,서울,종로구,소매업,61
5년 생존율,4,서울,종로구,소매업,47.7
1년 생존율,4,서울,종로구,외식업,74.6
3년 생존율,4,서울,종로구,외식업,47.7
5년 생존율,4,서울,종로구,외식업,29.2
1년 생존율,1,서울,종로구,서비스업,79.9
3년 생존율,1,서울,종로구,서비스업,62
5년 생존율,1,서울,종로구,서비스업,51.9
1년 생존율,1,서울,종로구,소매업,84.9
3년 생존율,1,서울,종로구,소매업,62.8
5년 생존율,1,서울,종로구,소매업,48.2
1년 생존율,1,서울,종로구,외식업,73.2
3년 생존율,1,서울,종로구,외식업,46.5
5년 생존율,1,서울,종로구,외식업,29.9
1년 생존율,2,서울,종로구,서비스업,81.3
3년 생존율,2,서울,종로구,서비스업,61.1
5년 생존율,2,서울,종로구,서비스업,55.3
1년 생존율,2,서울,종로구,소매업,84.9
3년 생존율,2,서울,종로구,소매업,62
5년 생존율,2,서울,종로구,소매업,48.9
1년 생존율,2,서울,종로구,외식업,72.7
3년 생존율,2,서울,종로구,외식업,46.4
5년 생존율,2,서울,종로구,외식업,31.8
1년 생존율,3,서울,종로구,서비스업,82.4
3년 생존율,3,서울,종로구,서비스업,59.6
5년 생존율,3,서울,종로구,서비스업,52.3
1년 생존율,3,서울,종로구,소매업,85.2
3년 생존율,3,서울,종로구,소매업,62.6
5년 생존율,3,서울,종로구,소매업,50.6
1년 생존율,3,서울,종로구,외식업,72.9
3년 생존율,3,서울,종로구,외식업,46.1
5년 생존율,3,서울,종로구,외식업,32.4
1년 생존율,4,서울,종로구,서비스업,83.2
3년 생존율,4,서울,종로구,서비스업,60.5
5년 생존율,4,서울,종로구,서비스업,51.2
1년 생존율,4,서울,종로구,소매업,84.5
3년 생존율,4,서울,종로구,소매업,60.6
5년 생존율,4,서울,종로구,소매업,50.8
1년 생존율,4,서울,종로구,외식업,72
3년 생존율,4,서울,종로구,외식업,45.6
5년 생존율,4,서울,종로구,외식업,32.3
1년 생존율,1,서울,종로구,서비스업,84.1
3년 생존율,1,서울,종로구,서비스업,60.5
5년 생존율,1,서울,종로구,서비스업,53.1
1년 생존율,1,서울,종로구,소매업,82.6
3년 생존율,1,서울,종로구,소매업,61.5
5년 생존율,1,서울,종로구,소매업,51.3
1년 생존율,1,서울,종로구,외식업,72.2
3년 생존율,1,서울,종로구,외식업,47.2
5년 생존율,1,서울,종로구,외식업,31.8
1년 생존율,2,서울,종로구,서비스업,84.5
3년 생존율,2,서울,종로구,서비스업,61.9
5년 생존율,2,서울,종로구,서비스업,50.1
1년 생존율,2,서울,종로구,소매업,81
3년 생존율,2,서울,종로구,소매업,62
5년 생존율,2,서울,종로구,소매업,50.8
1년 생존율,2,서울,종로구,외식업,74.7
3년 생존율,2,서울,종로구,외식업,49.1
5년 생존율,2,서울,종로구,외식업,30.7
1년 생존율,3,서울,종로구,서비스업,84.4
3년 생존율,3,서울,종로구,서비스업,60.3
5년 생존율,3,서울,종로구,서비스업,51.3
1년 생존율,3,서울,종로구,소매업,82.1
3년 생존율,3,서울,종로구,소매업,63.2
5년 생존율,3,서울,종로구,소매업,49.7
1년 생존율,3,서울,종로구,외식업,76.9
3년 생존율,3,서울,종로구,외식업,49.3
5년 생존율,3,서울,종로구,외식업,29.4
1년 생존율,4,서울,종로구,서비스업,82.8
3년 생존율,4,서울,종로구,서비스업,61.8
5년 생존율,4,서울,종로구,서비스업,50.9
1년 생존율,4,서울,종로구,소매업,79.8
3년 생존율,4,서울,종로구,소매업,61
5년 생존율,4,서울,종로구,소매업,48.9
1년 생존율,4,서울,종로구,외식업,74
3년 생존율,4,서울,종로구,외식업,47.8
5년 생존율,4,서울,종로구,외식업,30.9
1년 생존율,1,서울,종로구,서비스업,84.2
3년 생존율,1,서울,종로구,서비스업,61.1
5년 생존율,1,서울,종로구,서비스업,52.8
1년 생존율,1,서울,종로구,소매업,81.9
3년 생존율,1,서울,종로구,소매업,61.7
5년 생존율,1,서울,종로구,소매업,53.3
1년 생존율,1,서울,종로구,외식업,74
3년 생존율,1,서울,종로구,외식업,46.7
5년 생존율,1,서울,종로구,외식업,37.6
1년 생존율,2,서울,종로구,서비스업,84.1
3년 생존율,2,서울,종로구,서비스업,61.9
5년 생존율,2,서울,종로구,서비스업,52.5
1년 생존율,2,서울,종로구,소매업,82.1
3년 생존율,2,서울,종로구,소매업,61.7
5년 생존율,2,서울,종로구,소매업,52.2
1년 생존율,2,서울,종로구,외식업,74
3년 생존율,2,서울,종로구,외식업,46.6
5년 생존율,2,서울,종로구,외식업,36.4
1년 생존율,3,서울,종로구,서비스업,84.1
3년 생존율,3,서울,종로구,서비스업,61.9
5년 생존율,3,서울,종로구,서비스업,51.4
1년 생존율,3,서울,종로구,소매업,82.1
3년 생존율,3,서울,종로구,소매업,61.7
5년 생존율,3,서울,종로구,소매업,51.5
1년 생존율,3,서울,종로구,외식업,74
3년 생존율,3,서울,종로구,외식업,46.6
5년 생존율,3,서울,종로구,외식업,35
1년 생존율,1,서울,중구,서비스업,80.4
